time, model::Switch.Ground1.p.u[REAL], model::HeatCapacity1.p.T[REAL], model::Ground.p1.u[REAL], model::Switch.Ground1.p1.u[REAL], model::Ground.p2.u[REAL], model::Ramp.stop_time[REAL], model::Switch.Ground1.p.i[REAL], model::Ground.p1.i[REAL], model::Switch.Ground1.p1.i[REAL], model::Ground.p2.i[REAL], model::HeatCapacity1.E[REAL], model::Switch.Node1.p2.u[REAL], model::HeatCapacity1.p1.T[REAL], model::Switch.Resistance12.vt[REAL], model::Ground.p.u[REAL], model::Ground.p.i[REAL], model::Thermistor.alpha[REAL], model::HeatCapacity1.p2.T[REAL], model::Ramp.slope[REAL], model::ThermalConductor.p_low.dQ[REAL], model::HeatCapacity1.p3.T[REAL], model::Switch.Ground2.p.i[REAL], model::HeatCapacity1.p1.dQ[REAL], model::Switch.R1.p.u[REAL], model::HeatCapacity1.p2.dQ[REAL], model::HeatCapacity1.p3.dQ[REAL], model::HeatCapacity1.C[REAL], model::Switch.Ground2.p1.u[REAL], model::HeatCapacity1.T0[REAL], model::Switch.Ground2.p.u[REAL], model::Switch.input[REAL], model::OnOffController.input[REAL], model::OnOffController.output[REAL], model::Switch.R1.p_low.u[REAL], model::OnOffController.reference[REAL], model::OnOffController.bandwidth[REAL], model::Switch.Resistance12.Roff[REAL], model::Switch.Node1.p1.i[REAL], model::Ramp.output[REAL], model::Switch.Node2.p3.i[REAL], model::ZeroJunction.p1.dQ[REAL], model::Ramp.start_time[REAL], model::Splitter2.output1[REAL], model::Switch.Node2.p2.i[REAL], model::Ramp.offset[REAL], model::Switch.Node2.p1.u[REAL], model::Splitter2.output2[REAL], model::Splitter1.input[REAL], model::Splitter1.output1[REAL], model::Splitter1.output2[REAL], model::Switch.R1.p_high.i[REAL], model::ThermalConductor.p_high.T[REAL], model::Splitter2.input[REAL], model::Switch.R1.R[REAL], model::Switch.Ground2.p1.i[REAL], model::Switch.Node1.p1.u[REAL], model::Switch.Node1.p3.u[REAL], model::Switch.Node1.p2.i[REAL], model::Switch.Node2.p2.u[REAL], model::Switch.Node2.p3.u[REAL], model::Switch.Node2.p1.i[REAL], model::Switch.R1.p.i[REAL], model::Switch.R1.p_high.u[REAL], model::Switch.R1.p_low.i[REAL], model::Switch.R2.p.u[REAL], model::Switch.R2.p.i[REAL], model::Switch.R2.p_high.u[REAL], model::Switch.R2.p_high.i[REAL], model::Switch.R2.p_low.u[REAL], model::Switch.R2.p_low.i[REAL], model::Switch.R2.R[REAL], model::Switch.Resistance12.p.u[REAL], model::Switch.Resistance12.p.i[REAL], model::Switch.Resistance12.p_high.u[REAL], model::Switch.Resistance12.p_high.i[REAL], model::Switch.Resistance12.p_low.u[REAL], model::Switch.Resistance12.p_low.i[REAL], model::Switch.Resistance12.input[REAL], model::Switch.Resistance12.Ron[REAL], model::Switch.Resistance12.R[REAL], model::Thermistor.R[REAL], model::Switch.p2.u[REAL], model::Switch.p2.i[REAL], model::Switch.p1.u[REAL], model::Switch.p1.i[REAL], model::TemperatureSource.p.T[REAL], model::TemperatureSource.p.dQ[REAL], model::Thermistor.p_th.dQ[REAL], model::TemperatureSource.T[REAL], model::ThermalConductor.p.T[REAL], model::ThermalConductor.p.dQ[REAL], model::ThermalConductor.p_high.dQ[REAL], model::ThermalConductor.p_low.T[REAL], model::ThermalConductor.G[REAL], model::Thermistor.p_el.u[REAL], model::Thermistor.p_el.i[REAL], model::Thermistor.p_el_high.u[REAL], model::Thermistor.p_el_high.i[REAL], model::Thermistor.p_el_low.u[REAL], model::Thermistor.p_el_low.i[REAL], model::Thermistor.p_th.T[REAL], model::Thermistor.R_ref[REAL], model::Thermistor.T_ref[REAL], model::VoltageSource.p.u[REAL], model::VoltageSource.p.i[REAL], model::VoltageSource.p_high.u[REAL], model::VoltageSource.p_high.i[REAL], model::VoltageSource.p_low.u[REAL], model::VoltageSource.p_low.i[REAL], model::VoltageSource.U[REAL], model::ZeroJunction.effort[REAL], model::ZeroJunction.p1.T[REAL], model::Temperature_Reference[REAL], model::Temperature_Room[REAL], model::HeatCapacity1.p.dQ[REAL], model::HeatCapacity1.p.dQ_int[REAL], model::HeatCapacity1.p.dQ_int_initial[REAL], model::Switch.Node1.p3.i[REAL], model::OnOffController.currentState[BOOL], model::OnOffController.newState[BOOL]
20.78, 0.000000, 330.997505, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.099751, 0.001151, 330.997505, 0.500000, 0.000000, -0.000002, 0.004000, 330.997505, 4.166670, -3.784751, 330.997505, 0.000000, -3.784751, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 330.997505, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 330.997505, 0.000100, 298.150000, 10.000000, 330.997505, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.997505, 5000000.000000, 0.000000, 0.001151, 0.001151, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001151, 0.000000, 0.001151, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998849, 0.000100, 10.000000, 0.000100, 0.001151, 0.000100, 0.000000, 0.000010, 100000.000000, 11.513900, 0.001151, 0.000100, 10.000000, 0.000102, 293.150000, -3.784751, 0.000000, 293.150000, -37.847505, -3.784751, -3.784751, 330.997505, 0.100000, 0.001151, 0.000100, 0.001151, 0.000100, 0.000000, 0.000100, 330.997505, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 330.997505, 330.997505, 331.483360, 330.997505, -3.784750, 3.299751, 0.000000, 0.000100, 0, 0
20.79, 0.000000, 330.620916, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.062092, 0.001150, 330.620916, 0.500000, 0.000000, -0.000002, 0.004000, 330.620916, 4.166670, -3.747092, 330.620916, 0.000000, -3.747092, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 330.620916, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 330.620916, 0.000100, 298.150000, 10.000000, 330.620916, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.620916, 5000000.000000, 0.000000, 0.001150, 0.001150, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001150, 0.000000, 0.001150, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998850, 0.000100, 10.000000, 0.000100, 0.001150, 0.000100, 0.000000, 0.000010, 100000.000000, 11.498837, 0.001150, 0.000100, 10.000000, 0.000102, 293.150000, -3.747092, 0.000000, 293.150000, -37.470916, -3.747092, -3.747092, 330.620916, 0.100000, 0.001150, 0.000100, 0.001150, 0.000100, 0.000000, 0.000100, 330.620916, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 330.620916, 330.620916, 331.483360, 330.620916, -3.747092, 3.262092, 0.000000, 0.000100, 0, 0
20.8, 0.000000, 330.794199, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.869129, 0.000002, 0.869133, 33.079420, 9.999991, 330.794199, 0.500000, 0.000000, -0.000004, 0.004000, 330.794199, 4.166670, -3.764420, 330.794199, 0.000002, -3.764420, 10.000000, 0.000000, 8.691278, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 330.794199, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.869129, 331.483360, 0.869133, 0.000000, 8.000000, 330.794199, 0.869131, 298.150000, 10.000000, 330.794199, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.794199, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.869131, 10.000000, 0.869131, 9.999991, 0.869131, 1.000000, 0.000010, 0.000010, 11.505768, 9.999991, 0.869129, 10.000000, 0.869133, 293.150000, -3.764420, 8.691278, 293.150000, -37.644199, -3.764420, -3.764420, 330.794199, 0.100000, 9.999991, 0.869129, 9.999991, 0.869129, 0.000000, 0.869129, 330.794199, 10.000000, 293.150000, 10.000000, 0.869133, 10.000000, 0.869133, 0.000000, 0.869133, 10.000000, 330.794199, 330.794199, 331.483360, 330.794199, 4.926858, 3.279420, 0.000000, 0.869131, 1, 1
20.81, 0.000000, 331.283692, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.867652, 0.000002, 0.867656, 33.128369, 9.999991, 331.283692, 0.500000, 0.000000, -0.000004, 0.004000, 331.283692, 4.166670, -3.813369, 331.283692, 0.000002, -3.813369, 10.000000, 0.000000, 8.676513, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.283692, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.867652, 331.483360, 0.867656, 0.000000, 8.000000, 331.283692, 0.867654, 298.150000, 10.000000, 331.283692, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.283692, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.867654, 10.000000, 0.867654, 9.999991, 0.867654, 1.000000, 0.000010, 0.000010, 11.525348, 9.999991, 0.867652, 10.000000, 0.867656, 293.150000, -3.813369, 8.676513, 293.150000, -38.133692, -3.813369, -3.813369, 331.283692, 0.100000, 9.999991, 0.867652, 9.999991, 0.867652, 0.000000, 0.867652, 331.283692, 10.000000, 293.150000, 10.000000, 0.867656, 10.000000, 0.867656, 0.000000, 0.867656, 10.000000, 331.283692, 331.283692, 331.483360, 331.283692, 4.863144, 3.328369, 0.000000, 0.867654, 1, 1
20.82, 0.000000, 331.766857, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.866200, 0.000002, 0.866204, 33.176686, 9.999991, 331.766857, 0.500000, 0.000000, -0.000004, 0.004000, 331.766857, 4.166670, -3.861686, 331.766857, 0.000002, -3.861686, 10.000000, 0.000000, 8.661988, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.766857, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.866200, 331.483360, 0.866204, 0.000000, 8.000000, 331.766857, 0.866202, 298.150000, 10.000000, 331.766857, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.766857, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.866202, 10.000000, 0.866202, 9.999991, 0.866202, 1.000000, 0.000010, 0.000010, 11.544674, 9.999991, 0.866200, 10.000000, 0.866204, 293.150000, -3.861686, 8.661988, 293.150000, -38.616857, -3.861686, -3.861686, 331.766857, 0.100000, 9.999991, 0.866200, 9.999991, 0.866200, 0.000000, 0.866200, 331.766857, 10.000000, 293.150000, 10.000000, 0.866204, 10.000000, 0.866204, 0.000000, 0.866204, 10.000000, 331.766857, 331.766857, 331.483360, 331.766857, 4.800302, 3.376686, 0.000000, 0.866202, 1, 1
20.83, 0.000000, 332.243781, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.864771, 0.000002, 0.864775, 33.224378, 9.999991, 332.243781, 0.500000, 0.000000, -0.000004, 0.004000, 332.243781, 4.166670, -3.909378, 332.243781, 0.000002, -3.909378, 10.000000, 0.000000, 8.647698, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 332.243781, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.864771, 331.483360, 0.864775, 0.000000, 8.000000, 332.243781, 0.864773, 298.150000, 10.000000, 332.243781, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.243781, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.864773, 10.000000, 0.864773, 9.999991, 0.864773, 1.000000, 0.000010, 0.000010, 11.563751, 9.999991, 0.864771, 10.000000, 0.864775, 293.150000, -3.909378, 8.647698, 293.150000, -39.093781, -3.909378, -3.909378, 332.243781, 0.100000, 9.999991, 0.864771, 9.999991, 0.864771, 0.000000, 0.864771, 332.243781, 10.000000, 293.150000, 10.000000, 0.864775, 10.000000, 0.864775, 0.000000, 0.864775, 10.000000, 332.243781, 332.243781, 331.483360, 332.243781, 4.738320, 3.424378, 0.000000, 0.864773, 1, 1
20.84, 0.000000, 332.292368, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.229237, 0.001156, 332.292368, 0.500000, 0.000000, -0.000002, 0.004000, 332.292368, 4.166670, -3.914237, 332.292368, 0.000000, -3.914237, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 332.292368, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 332.292368, 0.000100, 298.150000, 10.000000, 332.292368, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.292368, 5000000.000000, 0.000000, 0.001156, 0.001156, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001156, 0.000000, 0.001156, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998844, 0.000100, 10.000000, 0.000100, 0.001156, 0.000100, 0.000000, 0.000010, 100000.000000, 11.565695, 0.001156, 0.000100, 10.000000, 0.000102, 293.150000, -3.914237, 0.000000, 293.150000, -39.142368, -3.914237, -3.914237, 332.292368, 0.100000, 0.001156, 0.000100, 0.001156, 0.000100, 0.000000, 0.000100, 332.292368, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 332.292368, 332.292368, 331.483360, 332.292368, -3.914237, 3.429237, 0.000000, 0.000100, 0, 0
20.85, 0.000000, 331.902895, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.190290, 0.001155, 331.902895, 0.500000, 0.000000, -0.000002, 0.004000, 331.902895, 4.166670, -3.875290, 331.902895, 0.000000, -3.875290, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.902895, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.902895, 0.000100, 298.150000, 10.000000, 331.902895, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.902895, 5000000.000000, 0.000000, 0.001155, 0.001155, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001155, 0.000000, 0.001155, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998845, 0.000100, 10.000000, 0.000100, 0.001155, 0.000100, 0.000000, 0.000010, 100000.000000, 11.550116, 0.001155, 0.000100, 10.000000, 0.000102, 293.150000, -3.875290, 0.000000, 293.150000, -38.752895, -3.875290, -3.875290, 331.902895, 0.100000, 0.001155, 0.000100, 0.001155, 0.000100, 0.000000, 0.000100, 331.902895, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.902895, 331.902895, 331.483360, 331.902895, -3.875289, 3.390290, 0.000000, 0.000100, 0, 0
20.86, 0.000000, 331.517297, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.151730, 0.001153, 331.517297, 0.500000, 0.000000, -0.000002, 0.004000, 331.517297, 4.166670, -3.836730, 331.517297, 0.000000, -3.836730, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.517297, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.517297, 0.000100, 298.150000, 10.000000, 331.517297, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.517297, 5000000.000000, 0.000000, 0.001153, 0.001153, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001153, 0.000000, 0.001153, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998847, 0.000100, 10.000000, 0.000100, 0.001153, 0.000100, 0.000000, 0.000010, 100000.000000, 11.534692, 0.001153, 0.000100, 10.000000, 0.000102, 293.150000, -3.836730, 0.000000, 293.150000, -38.367297, -3.836730, -3.836730, 331.517297, 0.100000, 0.001153, 0.000100, 0.001153, 0.000100, 0.000000, 0.000100, 331.517297, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.517297, 331.517297, 331.483360, 331.517297, -3.836730, 3.351730, 0.000000, 0.000100, 0, 0
20.87, 0.000000, 331.135536, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.113554, 0.001152, 331.135536, 0.500000, 0.000000, -0.000002, 0.004000, 331.135536, 4.166670, -3.798554, 331.135536, 0.000000, -3.798554, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 331.135536, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 331.135536, 0.000100, 298.150000, 10.000000, 331.135536, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.135536, 5000000.000000, 0.000000, 0.001152, 0.001152, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001152, 0.000000, 0.001152, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998848, 0.000100, 10.000000, 0.000100, 0.001152, 0.000100, 0.000000, 0.000010, 100000.000000, 11.519421, 0.001152, 0.000100, 10.000000, 0.000102, 293.150000, -3.798554, 0.000000, 293.150000, -37.985536, -3.798554, -3.798554, 331.135536, 0.100000, 0.001152, 0.000100, 0.001152, 0.000100, 0.000000, 0.000100, 331.135536, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 331.135536, 331.135536, 331.483360, 331.135536, -3.798554, 3.313554, 0.000000, 0.000100, 0, 0
20.88, 0.000000, 330.757574, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.075757, 0.001150, 330.757574, 0.500000, 0.000000, -0.000002, 0.004000, 330.757574, 4.166670, -3.760757, 330.757574, 0.000000, -3.760757, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 330.757574, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 330.757574, 0.000100, 298.150000, 10.000000, 330.757574, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.757574, 5000000.000000, 0.000000, 0.001150, 0.001150, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001150, 0.000000, 0.001150, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998850, 0.000100, 10.000000, 0.000100, 0.001150, 0.000100, 0.000000, 0.000010, 100000.000000, 11.504303, 0.001150, 0.000100, 10.000000, 0.000102, 293.150000, -3.760757, 0.000000, 293.150000, -37.607574, -3.760757, -3.760757, 330.757574, 0.100000, 0.001150, 0.000100, 0.001150, 0.000100, 0.000000, 0.000100, 330.757574, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 330.757574, 330.757574, 331.483360, 330.757574, -3.760757, 3.275757, 0.000000, 0.000100, 0, 0
20.89, 0.000000, 330.609248, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.869688, 0.000002, 0.869692, 33.060925, 9.999991, 330.609248, 0.500000, 0.000000, -0.000004, 0.004000, 330.609248, 4.166670, -3.745925, 330.609248, 0.000002, -3.745925, 10.000000, 0.000000, 8.696870, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 330.609248, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.869688, 331.483360, 0.869692, 0.000000, 8.000000, 330.609248, 0.869690, 298.150000, 10.000000, 330.609248, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 330.609248, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.869690, 10.000000, 0.869690, 9.999991, 0.869690, 1.000000, 0.000010, 0.000010, 11.498370, 9.999991, 0.869688, 10.000000, 0.869692, 293.150000, -3.745925, 8.696870, 293.150000, -37.459248, -3.745925, -3.745925, 330.609248, 0.100000, 9.999991, 0.869688, 9.999991, 0.869688, 0.000000, 0.869688, 330.609248, 10.000000, 293.150000, 10.000000, 0.869692, 10.000000, 0.869692, 0.000000, 0.869692, 10.000000, 330.609248, 330.609248, 331.483360, 330.609248, 4.950945, 3.260925, 0.000000, 0.869690, 1, 1
20.9, 0.000000, 331.101133, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.868202, 0.000002, 0.868206, 33.110113, 9.999991, 331.101133, 0.500000, 0.000000, -0.000004, 0.004000, 331.101133, 4.166670, -3.795113, 331.101133, 0.000002, -3.795113, 10.000000, 0.000000, 8.682014, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.101133, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.868202, 331.483360, 0.868206, 0.000000, 8.000000, 331.101133, 0.868204, 298.150000, 10.000000, 331.101133, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.101133, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.868204, 10.000000, 0.868204, 9.999991, 0.868204, 1.000000, 0.000010, 0.000010, 11.518045, 9.999991, 0.868202, 10.000000, 0.868206, 293.150000, -3.795113, 8.682014, 293.150000, -37.951133, -3.795113, -3.795113, 331.101133, 0.100000, 9.999991, 0.868202, 9.999991, 0.868202, 0.000000, 0.868202, 331.101133, 10.000000, 293.150000, 10.000000, 0.868206, 10.000000, 0.868206, 0.000000, 0.868206, 10.000000, 331.101133, 331.101133, 331.483360, 331.101133, 4.886900, 3.310113, 0.000000, 0.868204, 1, 1
20.91, 0.000000, 331.586657, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.866741, 0.000002, 0.866745, 33.158666, 9.999991, 331.586657, 0.500000, 0.000000, -0.000004, 0.004000, 331.586657, 4.166670, -3.843666, 331.586657, 0.000002, -3.843666, 10.000000, 0.000000, 8.667399, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 331.586657, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.866741, 331.483360, 0.866745, 0.000000, 8.000000, 331.586657, 0.866743, 298.150000, 10.000000, 331.586657, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 331.586657, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.866743, 10.000000, 0.866743, 9.999991, 0.866743, 1.000000, 0.000010, 0.000010, 11.537466, 9.999991, 0.866741, 10.000000, 0.866745, 293.150000, -3.843666, 8.667399, 293.150000, -38.436657, -3.843666, -3.843666, 331.586657, 0.100000, 9.999991, 0.866741, 9.999991, 0.866741, 0.000000, 0.866741, 331.586657, 10.000000, 293.150000, 10.000000, 0.866745, 10.000000, 0.866745, 0.000000, 0.866745, 10.000000, 331.586657, 331.586657, 331.483360, 331.586657, 4.823734, 3.358666, 0.000000, 0.866743, 1, 1
20.92, 0.000000, 332.065908, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.865303, 0.000002, 0.865307, 33.206591, 9.999991, 332.065908, 0.500000, 0.000000, -0.000004, 0.004000, 332.065908, 4.166670, -3.891591, 332.065908, 0.000002, -3.891591, 10.000000, 0.000000, 8.653022, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 332.065908, 1.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.865303, 331.483360, 0.865307, 0.000000, 8.000000, 332.065908, 0.865305, 298.150000, 10.000000, 332.065908, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.065908, 5000000.000000, 0.000002, 9.999991, 9.999991, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999991, 0.000002, 9.999991, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000009, 0.865305, 10.000000, 0.865305, 9.999991, 0.865305, 1.000000, 0.000010, 0.000010, 11.556636, 9.999991, 0.865303, 10.000000, 0.865307, 293.150000, -3.891591, 8.653022, 293.150000, -38.915908, -3.891591, -3.891591, 332.065908, 0.100000, 9.999991, 0.865303, 9.999991, 0.865303, 0.000000, 0.865303, 332.065908, 10.000000, 293.150000, 10.000000, 0.865307, 10.000000, 0.865307, 0.000000, 0.865307, 10.000000, 332.065908, 332.065908, 331.483360, 332.065908, 4.761431, 3.406591, 0.000000, 0.865305, 1, 1
20.93, 0.000000, 332.443988, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 33.244399, 0.001157, 332.443988, 0.500000, 0.000000, -0.000002, 0.004000, 332.443988, 4.166670, -3.929399, 332.443988, 0.000000, -3.929399, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 332.443988, 0.000000, 0.000000, 331.483360, 2.000000, 100000.000000, 0.000100, 331.483360, 0.000102, 0.000000, 8.000000, 332.443988, 0.000100, 298.150000, 10.000000, 332.443988, 331.483360, 331.483360, 331.483360, 0.000002, 293.150000, 332.443988, 5000000.000000, 0.000000, 0.001157, 0.001157, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001157, 0.000000, 0.001157, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998843, 0.000100, 10.000000, 0.000100, 0.001157, 0.000100, 0.000000, 0.000010, 100000.000000, 11.571760, 0.001157, 0.000100, 10.000000, 0.000102, 293.150000, -3.929399, 0.000000, 293.150000, -39.293988, -3.929399, -3.929399, 332.443988, 0.100000, 0.001157, 0.000100, 0.001157, 0.000100, 0.000000, 0.000100, 332.443988, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 332.443988, 332.443988, 331.483360, 332.443988, -3.929399, 3.444399, 0.000000, 0.000100, 0, 0
