time, slave::Switch.Ground1.p.u[REAL], slave::HeatCapacity1.p.T[REAL], slave::Ground.p1.u[REAL], slave::Switch.Ground1.p1.u[REAL], slave::Ground.p2.u[REAL], slave::Ramp.stop_time[REAL], slave::Switch.Ground1.p.i[REAL], slave::Ground.p1.i[REAL], slave::Switch.Ground1.p1.i[REAL], slave::Ground.p2.i[REAL], slave::HeatCapacity1.E[REAL], slave::Switch.Node1.p2.u[REAL], slave::HeatCapacity1.p1.T[REAL], slave::Switch.Resistance12.vt[REAL], slave::Ground.p.u[REAL], slave::Ground.p.i[REAL], slave::Thermistor.alpha[REAL], slave::HeatCapacity1.p2.T[REAL], slave::Ramp.slope[REAL], slave::ThermalConductor.p_low.dQ[REAL], slave::HeatCapacity1.p3.T[REAL], slave::Switch.Ground2.p.i[REAL], slave::HeatCapacity1.p1.dQ[REAL], slave::Switch.R1.p.u[REAL], slave::HeatCapacity1.p2.dQ[REAL], slave::HeatCapacity1.p3.dQ[REAL], slave::HeatCapacity1.C[REAL], slave::Switch.Ground2.p1.u[REAL], slave::HeatCapacity1.T0[REAL], slave::Switch.Ground2.p.u[REAL], slave::Switch.input[REAL], slave::OnOffController.input[REAL], slave::OnOffController.output[REAL], slave::Switch.R1.p_low.u[REAL], slave::OnOffController.reference[REAL], slave::OnOffController.bandwidth[REAL], slave::Switch.Resistance12.Roff[REAL], slave::Switch.Node1.p1.i[REAL], slave::Ramp.output[REAL], slave::Switch.Node2.p3.i[REAL], slave::ZeroJunction.p1.dQ[REAL], slave::Ramp.start_time[REAL], slave::Splitter2.output1[REAL], slave::Switch.Node2.p2.i[REAL], slave::Ramp.offset[REAL], slave::Switch.Node2.p1.u[REAL], slave::Splitter2.output2[REAL], slave::Splitter1.input[REAL], slave::Splitter1.output1[REAL], slave::Splitter1.output2[REAL], slave::Switch.R1.p_high.i[REAL], slave::ThermalConductor.p_high.T[REAL], slave::Splitter2.input[REAL], slave::Switch.R1.R[REAL], slave::Switch.Ground2.p1.i[REAL], slave::Switch.Node1.p1.u[REAL], slave::Switch.Node1.p3.u[REAL], slave::Switch.Node1.p2.i[REAL], slave::Switch.Node2.p2.u[REAL], slave::Switch.Node2.p3.u[REAL], slave::Switch.Node2.p1.i[REAL], slave::Switch.R1.p.i[REAL], slave::Switch.R1.p_high.u[REAL], slave::Switch.R1.p_low.i[REAL], slave::Switch.R2.p.u[REAL], slave::Switch.R2.p.i[REAL], slave::Switch.R2.p_high.u[REAL], slave::Switch.R2.p_high.i[REAL], slave::Switch.R2.p_low.u[REAL], slave::Switch.R2.p_low.i[REAL], slave::Switch.R2.R[REAL], slave::Switch.Resistance12.p.u[REAL], slave::Switch.Resistance12.p.i[REAL], slave::Switch.Resistance12.p_high.u[REAL], slave::Switch.Resistance12.p_high.i[REAL], slave::Switch.Resistance12.p_low.u[REAL], slave::Switch.Resistance12.p_low.i[REAL], slave::Switch.Resistance12.input[REAL], slave::Switch.Resistance12.Ron[REAL], slave::Switch.Resistance12.R[REAL], slave::Thermistor.R[REAL], slave::Switch.p2.u[REAL], slave::Switch.p2.i[REAL], slave::Switch.p1.u[REAL], slave::Switch.p1.i[REAL], slave::TemperatureSource.p.T[REAL], slave::TemperatureSource.p.dQ[REAL], slave::Thermistor.p_th.dQ[REAL], slave::TemperatureSource.T[REAL], slave::ThermalConductor.p.T[REAL], slave::ThermalConductor.p.dQ[REAL], slave::ThermalConductor.p_high.dQ[REAL], slave::ThermalConductor.p_low.T[REAL], slave::ThermalConductor.G[REAL], slave::Thermistor.p_el.u[REAL], slave::Thermistor.p_el.i[REAL], slave::Thermistor.p_el_high.u[REAL], slave::Thermistor.p_el_high.i[REAL], slave::Thermistor.p_el_low.u[REAL], slave::Thermistor.p_el_low.i[REAL], slave::Thermistor.p_th.T[REAL], slave::Thermistor.R_ref[REAL], slave::Thermistor.T_ref[REAL], slave::VoltageSource.p.u[REAL], slave::VoltageSource.p.i[REAL], slave::VoltageSource.p_high.u[REAL], slave::VoltageSource.p_high.i[REAL], slave::VoltageSource.p_low.u[REAL], slave::VoltageSource.p_low.i[REAL], slave::VoltageSource.U[REAL], slave::ZeroJunction.effort[REAL], slave::ZeroJunction.p1.T[REAL], slave::Temperature_Reference[REAL], slave::Temperature_Room[REAL], slave::HeatCapacity1.p.dQ[REAL], slave::HeatCapacity1.p.dQ_int[REAL], slave::HeatCapacity1.p.dQ_int_initial[REAL], slave::Switch.Node1.p3.i[REAL], slave::OnOffController.currentState[BOOL], slave::OnOffController.newState[BOOL]
1.84, 0.000000, 297.400293, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.740029, 0.001017, 297.400293, 0.500000, 0.000000, -0.000002, 0.004000, 297.400293, 4.166670, -0.425029, 297.400293, 0.000000, -0.425029, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.400293, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.400293, 0.000100, 298.150000, 10.000000, 297.400293, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.400293, 5000000.000000, 0.000000, 0.001017, 0.001017, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 10.170012, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.425029, 0.000000, 293.150000, -4.250293, -0.425029, -0.425029, 297.400293, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.400293, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.400293, 297.400293, 25.000000, 24.250293, -0.425029, -0.059971, 0.000000, 0.000100, 0, 0
1.86, 0.000000, 297.316131, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.731613, 0.001017, 297.316131, 0.500000, 0.000000, -0.000002, 0.004000, 297.316131, 4.166670, -0.416613, 297.316131, 0.000000, -0.416613, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.316131, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.316131, 0.000100, 298.150000, 10.000000, 297.316131, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.316131, 5000000.000000, 0.000000, 0.001017, 0.001017, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 10.166645, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.416613, 0.000000, 293.150000, -4.166131, -0.416613, -0.416613, 297.316131, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.316131, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.316131, 297.316131, 25.000000, 24.166131, -0.416613, -0.068387, 0.000000, 0.000100, 0, 0
1.88, 0.000000, 297.233636, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.723364, 0.001016, 297.233636, 0.500000, 0.000000, -0.000002, 0.004000, 297.233636, 4.166670, -0.408364, 297.233636, 0.000000, -0.408364, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.233636, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.233636, 0.000100, 298.150000, 10.000000, 297.233636, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.233636, 5000000.000000, 0.000000, 0.001016, 0.001016, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001016, 0.000000, 0.001016, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998984, 0.000100, 10.000000, 0.000100, 0.001016, 0.000100, 0.000000, 0.000010, 100000.000000, 10.163345, 0.001016, 0.000100, 10.000000, 0.000102, 293.150000, -0.408364, 0.000000, 293.150000, -4.083636, -0.408364, -0.408364, 297.233636, 0.100000, 0.001016, 0.000100, 0.001016, 0.000100, 0.000000, 0.000100, 297.233636, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.233636, 297.233636, 25.000000, 24.083636, -0.408364, -0.076636, 0.000000, 0.000100, 0, 0
1.9, 0.000000, 297.152775, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.715277, 0.001016, 297.152775, 0.500000, 0.000000, -0.000002, 0.004000, 297.152775, 4.166670, -0.400277, 297.152775, 0.000000, -0.400277, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.152775, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.152775, 0.000100, 298.150000, 10.000000, 297.152775, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.152775, 5000000.000000, 0.000000, 0.001016, 0.001016, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001016, 0.000000, 0.001016, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998984, 0.000100, 10.000000, 0.000100, 0.001016, 0.000100, 0.000000, 0.000010, 100000.000000, 10.160111, 0.001016, 0.000100, 10.000000, 0.000102, 293.150000, -0.400277, 0.000000, 293.150000, -4.002775, -0.400277, -0.400277, 297.152775, 0.100000, 0.001016, 0.000100, 0.001016, 0.000100, 0.000000, 0.000100, 297.152775, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.152775, 297.152775, 25.000000, 24.002775, -0.400277, -0.084723, 0.000000, 0.000100, 0, 0
1.92, 0.000000, 298.948224, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.977332, 0.000002, 0.977336, 29.894822, 9.999990, 298.948224, 0.500000, 0.000000, -0.000004, 0.004000, 298.948224, 4.166670, -0.579822, 298.948224, 0.000002, -0.579822, 10.000000, 0.000000, 9.773309, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 298.948224, 1.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.977332, 298.150000, 0.977336, 0.000000, 8.000000, 298.948224, 0.977334, 298.150000, 10.000000, 298.948224, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.948224, 5000000.000000, 0.000002, 9.999990, 9.999990, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.977334, 10.000000, 0.977334, 9.999990, 0.977334, 1.000000, 0.000010, 0.000010, 10.231929, 9.999990, 0.977332, 10.000000, 0.977336, 293.150000, -0.579822, 9.773309, 293.150000, -5.798224, -0.579822, -0.579822, 298.948224, 0.100000, 9.999990, 0.977332, 9.999990, 0.977332, 0.000000, 0.977332, 298.948224, 10.000000, 293.150000, 10.000000, 0.977336, 10.000000, 0.977336, 0.000000, 0.977336, 10.000000, 298.948224, 298.948224, 25.000000, 25.798224, 9.193487, 0.094822, 0.000000, 0.977334, 1, 1
1.94, 0.000000, 299.044316, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.904432, 0.001023, 299.044316, 0.500000, 0.000000, -0.000002, 0.004000, 299.044316, 4.166670, -0.589432, 299.044316, 0.000000, -0.589432, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 299.044316, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 299.044316, 0.000100, 298.150000, 10.000000, 299.044316, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 299.044316, 5000000.000000, 0.000000, 0.001023, 0.001023, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 10.235773, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.589432, 0.000000, 293.150000, -5.894316, -0.589432, -0.589432, 299.044316, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 299.044316, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 299.044316, 299.044316, 25.000000, 25.894316, -0.589431, 0.104432, 0.000000, 0.000100, 0, 0
1.96, 0.000000, 298.927601, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.892760, 0.001023, 298.927601, 0.500000, 0.000000, -0.000002, 0.004000, 298.927601, 4.166670, -0.577760, 298.927601, 0.000000, -0.577760, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.927601, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.927601, 0.000100, 298.150000, 10.000000, 298.927601, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.927601, 5000000.000000, 0.000000, 0.001023, 0.001023, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 10.231104, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.577760, 0.000000, 293.150000, -5.777601, -0.577760, -0.577760, 298.927601, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.927601, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.927601, 298.927601, 25.000000, 25.777601, -0.577760, 0.092760, 0.000000, 0.000100, 0, 0
1.98, 0.000000, 298.813196, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.881320, 0.001023, 298.813196, 0.500000, 0.000000, -0.000002, 0.004000, 298.813196, 4.166670, -0.566320, 298.813196, 0.000000, -0.566320, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.813196, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.813196, 0.000100, 298.150000, 10.000000, 298.813196, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.813196, 5000000.000000, 0.000000, 0.001023, 0.001023, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 10.226528, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.566320, 0.000000, 293.150000, -5.663196, -0.566320, -0.566320, 298.813196, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.813196, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.813196, 298.813196, 25.000000, 25.663196, -0.566320, 0.081320, 0.000000, 0.000100, 0, 0
2, 0.000000, 298.701058, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.870106, 0.001022, 298.701058, 0.500000, 0.000000, -0.000002, 0.004000, 298.701058, 4.166670, -0.555106, 298.701058, 0.000000, -0.555106, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.701058, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.701058, 0.000100, 298.150000, 10.000000, 298.701058, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.701058, 5000000.000000, 0.000000, 0.001022, 0.001022, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 10.222042, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.555106, 0.000000, 293.150000, -5.551058, -0.555106, -0.555106, 298.701058, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.701058, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.701058, 298.701058, 25.000000, 25.551058, -0.555106, 0.070106, 0.000000, 0.000100, 0, 0
2.02, 0.000000, 298.591139, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.859114, 0.001022, 298.591139, 0.500000, 0.000000, -0.000002, 0.004000, 298.591139, 4.166670, -0.544114, 298.591139, 0.000000, -0.544114, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.591139, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.591139, 0.000100, 298.150000, 10.000000, 298.591139, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.591139, 5000000.000000, 0.000000, 0.001022, 0.001022, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 10.217646, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.544114, 0.000000, 293.150000, -5.441139, -0.544114, -0.544114, 298.591139, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.591139, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.591139, 298.591139, 25.000000, 25.441139, -0.544114, 0.059114, 0.000000, 0.000100, 0, 0
2.04, 0.000000, 298.483398, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.848340, 0.001021, 298.483398, 0.500000, 0.000000, -0.000002, 0.004000, 298.483398, 4.166670, -0.533340, 298.483398, 0.000000, -0.533340, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.483398, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.483398, 0.000100, 298.150000, 10.000000, 298.483398, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.483398, 5000000.000000, 0.000000, 0.001021, 0.001021, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 10.213336, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.533340, 0.000000, 293.150000, -5.333398, -0.533340, -0.533340, 298.483398, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.483398, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.483398, 298.483398, 25.000000, 25.333398, -0.533340, 0.048340, 0.000000, 0.000100, 0, 0
2.06, 0.000000, 298.377789, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.837779, 0.001021, 298.377789, 0.500000, 0.000000, -0.000002, 0.004000, 298.377789, 4.166670, -0.522779, 298.377789, 0.000000, -0.522779, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.377789, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.377789, 0.000100, 298.150000, 10.000000, 298.377789, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.377789, 5000000.000000, 0.000000, 0.001021, 0.001021, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 10.209112, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.522779, 0.000000, 293.150000, -5.227789, -0.522779, -0.522779, 298.377789, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.377789, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.377789, 298.377789, 25.000000, 25.227789, -0.522779, 0.037779, 0.000000, 0.000100, 0, 0
2.08, 0.000000, 298.274272, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.827427, 0.001020, 298.274272, 0.500000, 0.000000, -0.000002, 0.004000, 298.274272, 4.166670, -0.512427, 298.274272, 0.000000, -0.512427, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.274272, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.274272, 0.000100, 298.150000, 10.000000, 298.274272, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.274272, 5000000.000000, 0.000000, 0.001020, 0.001020, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 10.204971, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.512427, 0.000000, 293.150000, -5.124272, -0.512427, -0.512427, 298.274272, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.274272, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.274272, 298.274272, 25.000000, 25.124272, -0.512427, 0.027427, 0.000000, 0.000100, 0, 0
2.1, 0.000000, 298.172805, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.817280, 0.001020, 298.172805, 0.500000, 0.000000, -0.000002, 0.004000, 298.172805, 4.166670, -0.502280, 298.172805, 0.000000, -0.502280, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.172805, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.172805, 0.000100, 298.150000, 10.000000, 298.172805, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.172805, 5000000.000000, 0.000000, 0.001020, 0.001020, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 10.200912, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.502280, 0.000000, 293.150000, -5.022805, -0.502280, -0.502280, 298.172805, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.172805, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.172805, 298.172805, 25.000000, 25.022805, -0.502280, 0.017280, 0.000000, 0.000100, 0, 0
2.12, 0.000000, 298.073347, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.807335, 0.001020, 298.073347, 0.500000, 0.000000, -0.000002, 0.004000, 298.073347, 4.166670, -0.492335, 298.073347, 0.000000, -0.492335, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.073347, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.073347, 0.000100, 298.150000, 10.000000, 298.073347, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.073347, 5000000.000000, 0.000000, 0.001020, 0.001020, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 10.196934, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.492335, 0.000000, 293.150000, -4.923347, -0.492335, -0.492335, 298.073347, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.073347, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.073347, 298.073347, 25.000000, 24.923347, -0.492335, 0.007335, 0.000000, 0.000100, 0, 0
2.14, 0.000000, 297.975858, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.797586, 0.001019, 297.975858, 0.500000, 0.000000, -0.000002, 0.004000, 297.975858, 4.166670, -0.482586, 297.975858, 0.000000, -0.482586, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.975858, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.975858, 0.000100, 298.150000, 10.000000, 297.975858, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.975858, 5000000.000000, 0.000000, 0.001019, 0.001019, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 10.193034, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.482586, 0.000000, 293.150000, -4.825858, -0.482586, -0.482586, 297.975858, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.975858, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.975858, 297.975858, 25.000000, 24.825858, -0.482586, -0.002414, 0.000000, 0.000100, 0, 0
