time, model::Ground.p1.u[REAL], model::Ground.p2.u[REAL], model::Ground.p1.i[REAL], model::Ground.p2.i[REAL], model::Ground.p.u[REAL], model::Ground.p.i[REAL], model::HeatCapacity1.p1.T[REAL], model::HeatCapacity1.p2.T[REAL], model::HeatCapacity1.p3.T[REAL], model::HeatCapacity1.p1.dQ[REAL], model::HeatCapacity1.p2.dQ[REAL], model::HeatCapacity1.p3.dQ[REAL], model::HeatCapacity1.p.T[REAL], model::HeatCapacity1.C[REAL], model::HeatCapacity1.T0[REAL], model::HeatCapacity1.E[REAL], model::OnOffController.input[REAL], model::OnOffController.output[REAL], model::OnOffController.reference[REAL], model::OnOffController.bandwidth[REAL], model::Ramp.output[REAL], model::Ramp.slope[REAL], model::Ramp.start_time[REAL], model::Ramp.stop_time[REAL], model::Ramp.offset[REAL], model::Splitter1.input[REAL], model::Splitter1.output1[REAL], model::Splitter1.output2[REAL], model::Splitter2.input[REAL], model::Splitter2.output1[REAL], model::Splitter2.output2[REAL], model::Switch.Ground1.p1.u[REAL], model::Switch.Ground1.p1.i[REAL], model::Switch.Ground1.p.u[REAL], model::Switch.Ground1.p.i[REAL], model::Switch.Ground2.p1.u[REAL], model::Switch.Ground2.p1.i[REAL], model::Switch.Ground2.p.u[REAL], model::Switch.Ground2.p.i[REAL], model::Switch.Node1.p1.u[REAL], model::Switch.Node1.p2.u[REAL], model::Switch.Node1.p3.u[REAL], model::Switch.Node1.p1.i[REAL], model::Switch.Node1.p2.i[REAL], model::Switch.Node2.p1.u[REAL], model::Switch.Node2.p2.u[REAL], model::Switch.Node2.p3.u[REAL], model::Switch.Node2.p1.i[REAL], model::Switch.Node2.p2.i[REAL], model::Switch.Node2.p3.i[REAL], model::Switch.R1.p.u[REAL], model::Switch.R1.p.i[REAL], model::Switch.R1.p_high.u[REAL], model::Switch.R1.p_high.i[REAL], model::Switch.R1.p_low.u[REAL], model::Switch.R1.p_low.i[REAL], model::Switch.R1.R[REAL], model::Switch.R2.p.u[REAL], model::Switch.R2.p.i[REAL], model::Switch.R2.p_high.u[REAL], model::Switch.R2.p_high.i[REAL], model::Switch.R2.p_low.u[REAL], model::Switch.R2.p_low.i[REAL], model::Switch.R2.R[REAL], model::Switch.Resistance12.p.u[REAL], model::Switch.Resistance12.p.i[REAL], model::Switch.Resistance12.p_high.u[REAL], model::Switch.Resistance12.p_high.i[REAL], model::Switch.Resistance12.p_low.u[REAL], model::Switch.Resistance12.p_low.i[REAL], model::Switch.Resistance12.input[REAL], model::Switch.Resistance12.Ron[REAL], model::Switch.Resistance12.Roff[REAL], model::Switch.Resistance12.vt[REAL], model::Switch.Resistance12.R[REAL], model::Switch.input[REAL], model::Switch.p2.u[REAL], model::Switch.p2.i[REAL], model::Switch.p1.u[REAL], model::Switch.p1.i[REAL], model::TemperatureSource.p.T[REAL], model::TemperatureSource.p.dQ[REAL], model::TemperatureSource.T[REAL], model::ThermalConductor.p.T[REAL], model::ThermalConductor.p.dQ[REAL], model::ThermalConductor.p_high.T[REAL], model::ThermalConductor.p_high.dQ[REAL], model::ThermalConductor.p_low.T[REAL], model::ThermalConductor.p_low.dQ[REAL], model::ThermalConductor.G[REAL], model::Thermistor.p_el.u[REAL], model::Thermistor.p_el.i[REAL], model::Thermistor.p_el_high.u[REAL], model::Thermistor.p_el_high.i[REAL], model::Thermistor.p_el_low.u[REAL], model::Thermistor.p_el_low.i[REAL], model::Thermistor.p_th.T[REAL], model::Thermistor.p_th.dQ[REAL], model::Thermistor.R_ref[REAL], model::Thermistor.T_ref[REAL], model::Thermistor.alpha[REAL], model::Thermistor.R[REAL], model::VoltageSource.p.u[REAL], model::VoltageSource.p.i[REAL], model::VoltageSource.p_high.u[REAL], model::VoltageSource.p_high.i[REAL], model::VoltageSource.p_low.u[REAL], model::VoltageSource.p_low.i[REAL], model::VoltageSource.U[REAL], model::ZeroJunction.effort[REAL], model::ZeroJunction.p1.T[REAL], model::ZeroJunction.p1.dQ[REAL], model::Temperature_Reference[REAL], model::Temperature_Room[REAL], model::HeatCapacity1.p.dQ[REAL], model::HeatCapacity1.p.dQ_int[REAL], model::HeatCapacity1.p.dQ_int_initial[REAL], model::Switch.Node1.p3.i[REAL]
8.88, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.640749, 301.640749, 301.640749, -0.849075, 0.000000, 0.000000, 301.640749, 0.100000, 298.000000, 30.164075, 301.640749, 0.000000, 301.816670, 2.000000, 301.816670, 4.166670, 8.000000, 16.000000, 298.150000, 301.816670, 301.816670, 301.816670, 301.640749, 301.640749, 301.640749, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001034, 0.001034, 0.001034, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001034, 0.000000, 0.001034, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998966, 0.000100, 10.000000, 0.000100, 0.001034, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001034, 0.000100, 10.000000, 0.000102, 293.150000, -0.849075, 293.150000, -8.490749, -0.849075, 293.150000, -0.849075, 301.640749, -0.849075, 0.100000, 0.001034, 0.000100, 0.001034, 0.000100, 0.000000, 0.000100, 301.640749, 0.000000, 10.000000, 293.150000, 0.004000, 10.339630, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.640749, 301.640749, 0.000000, 301.816670, 301.640749, -0.849075, 0.364075, 0.000000, 0.000100
8.89, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.556264, 301.556264, 301.556264, -0.840626, 0.000000, 0.000000, 301.556264, 0.100000, 298.000000, 30.155626, 301.556264, 0.000000, 301.858336, 2.000000, 301.858336, 4.166670, 8.000000, 16.000000, 298.150000, 301.858336, 301.858336, 301.858336, 301.556264, 301.556264, 301.556264, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001034, 0.001034, 0.001034, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001034, 0.000000, 0.001034, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998966, 0.000100, 10.000000, 0.000100, 0.001034, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001034, 0.000100, 10.000000, 0.000102, 293.150000, -0.840626, 293.150000, -8.406264, -0.840626, 293.150000, -0.840626, 301.556264, -0.840626, 0.100000, 0.001034, 0.000100, 0.001034, 0.000100, 0.000000, 0.000100, 301.556264, 0.000000, 10.000000, 293.150000, 0.004000, 10.336251, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.556264, 301.556264, 0.000000, 301.858336, 301.556264, -0.840626, 0.355626, 0.000000, 0.000100
8.9, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.472621, 301.472621, 301.472621, -0.832262, 0.000000, 0.000000, 301.472621, 0.100000, 298.000000, 30.147262, 301.472621, 0.000000, 301.900003, 2.000000, 301.900003, 4.166670, 8.000000, 16.000000, 298.150000, 301.900003, 301.900003, 301.900003, 301.472621, 301.472621, 301.472621, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001033, 0.001033, 0.001033, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001033, 0.000000, 0.001033, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998967, 0.000100, 10.000000, 0.000100, 0.001033, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001033, 0.000100, 10.000000, 0.000102, 293.150000, -0.832262, 293.150000, -8.322621, -0.832262, 293.150000, -0.832262, 301.472621, -0.832262, 0.100000, 0.001033, 0.000100, 0.001033, 0.000100, 0.000000, 0.000100, 301.472621, 0.000000, 10.000000, 293.150000, 0.004000, 10.332905, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.472621, 301.472621, 0.000000, 301.900003, 301.472621, -0.832262, 0.347262, 0.000000, 0.000100
8.91, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.389809, 301.389809, 301.389809, -0.823981, 0.000000, 0.000000, 301.389809, 0.100000, 298.000000, 30.138981, 301.389809, 0.000000, 301.941670, 2.000000, 301.941670, 4.166670, 8.000000, 16.000000, 298.150000, 301.941670, 301.941670, 301.941670, 301.389809, 301.389809, 301.389809, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001033, 0.001033, 0.001033, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001033, 0.000000, 0.001033, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998967, 0.000100, 10.000000, 0.000100, 0.001033, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001033, 0.000100, 10.000000, 0.000102, 293.150000, -0.823981, 293.150000, -8.239809, -0.823981, 293.150000, -0.823981, 301.389809, -0.823981, 0.100000, 0.001033, 0.000100, 0.001033, 0.000100, 0.000000, 0.000100, 301.389809, 0.000000, 10.000000, 293.150000, 0.004000, 10.329592, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.389809, 301.389809, 0.000000, 301.941670, 301.389809, -0.823981, 0.338981, 0.000000, 0.000100
8.92, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.307822, 301.307822, 301.307822, -0.815782, 0.000000, 0.000000, 301.307822, 0.100000, 298.000000, 30.130782, 301.307822, 0.000000, 301.983336, 2.000000, 301.983336, 4.166670, 8.000000, 16.000000, 298.150000, 301.983336, 301.983336, 301.983336, 301.307822, 301.307822, 301.307822, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001033, 0.001033, 0.001033, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001033, 0.000000, 0.001033, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998967, 0.000100, 10.000000, 0.000100, 0.001033, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001033, 0.000100, 10.000000, 0.000102, 293.150000, -0.815782, 293.150000, -8.157822, -0.815782, 293.150000, -0.815782, 301.307822, -0.815782, 0.100000, 0.001033, 0.000100, 0.001033, 0.000100, 0.000000, 0.000100, 301.307822, 0.000000, 10.000000, 293.150000, 0.004000, 10.326313, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.307822, 301.307822, 0.000000, 301.983336, 301.307822, -0.815782, 0.330782, 0.000000, 0.000100
8.93, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.226650, 301.226650, 301.226650, -0.807665, 0.000000, 0.000000, 301.226650, 0.100000, 298.000000, 30.122665, 301.226650, 0.000000, 302.025003, 2.000000, 302.025003, 4.166670, 8.000000, 16.000000, 298.150000, 302.025003, 302.025003, 302.025003, 301.226650, 301.226650, 301.226650, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001032, 0.001032, 0.001032, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001032, 0.000000, 0.001032, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998968, 0.000100, 10.000000, 0.000100, 0.001032, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001032, 0.000100, 10.000000, 0.000102, 293.150000, -0.807665, 293.150000, -8.076650, -0.807665, 293.150000, -0.807665, 301.226650, -0.807665, 0.100000, 0.001032, 0.000100, 0.001032, 0.000100, 0.000000, 0.000100, 301.226650, 0.000000, 10.000000, 293.150000, 0.004000, 10.323066, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.226650, 301.226650, 0.000000, 302.025003, 301.226650, -0.807665, 0.322665, 0.000000, 0.000100
8.94, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 301.146286, 301.146286, 301.146286, -0.799629, 0.000000, 0.000000, 301.146286, 0.100000, 298.000000, 30.114629, 301.146286, 0.000000, 302.066670, 2.000000, 302.066670, 4.166670, 8.000000, 16.000000, 298.150000, 302.066670, 302.066670, 302.066670, 301.146286, 301.146286, 301.146286, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001032, 0.001032, 0.001032, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001032, 0.000000, 0.001032, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998968, 0.000100, 10.000000, 0.000100, 0.001032, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001032, 0.000100, 10.000000, 0.000102, 293.150000, -0.799629, 293.150000, -7.996286, -0.799629, 293.150000, -0.799629, 301.146286, -0.799629, 0.100000, 0.001032, 0.000100, 0.001032, 0.000100, 0.000000, 0.000100, 301.146286, 0.000000, 10.000000, 293.150000, 0.004000, 10.319851, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 301.146286, 301.146286, 0.000000, 302.066670, 301.146286, -0.799628, 0.314629, 0.000000, 0.000100
8.95, 0.000000, 0.000000, 0.968070, 0.968074, 0.000000, -0.000004, 301.395498, 301.395498, 301.395498, -0.824550, 0.000000, 9.680692, 301.395498, 0.100000, 298.000000, 30.139550, 301.395498, 1.000000, 302.108336, 2.000000, 302.108336, 4.166670, 8.000000, 16.000000, 298.150000, 302.108336, 302.108336, 302.108336, 301.395498, 301.395498, 301.395498, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 9.999990, 9.999990, 9.999990, 0.968070, 0.000002, 10.000000, 10.000000, 10.000000, 0.000002, 0.968072, 0.968074, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.968072, 10.000000, 0.968072, 9.999990, 0.968072, 1.000000, 0.000010, 100000.000000, 0.500000, 0.000010, 1.000000, 9.999990, 0.968070, 10.000000, 0.968074, 293.150000, -0.824550, 293.150000, -8.245498, -0.824550, 293.150000, -0.824550, 301.395498, -0.824550, 0.100000, 9.999990, 0.968070, 9.999990, 0.968070, 0.000000, 0.968070, 301.395498, 9.680692, 10.000000, 293.150000, 0.004000, 10.329820, 10.000000, 0.968074, 10.000000, 0.968074, 0.000000, 0.968074, 10.000000, 301.395498, 301.395498, 0.000000, 302.108336, 301.395498, 8.856142, 0.339550, 0.000000, 0.968072
8.96, 0.000000, 0.000000, 0.964784, 0.964788, 0.000000, -0.000004, 302.275056, 302.275056, 302.275056, -0.912506, 0.000000, 9.647833, 302.275056, 0.100000, 298.000000, 30.227506, 302.275056, 1.000000, 302.150003, 2.000000, 302.150003, 4.166670, 8.000000, 16.000000, 298.150000, 302.150003, 302.150003, 302.150003, 302.275056, 302.275056, 302.275056, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 9.999990, 9.999990, 9.999990, 0.964784, 0.000002, 10.000000, 10.000000, 10.000000, 0.000002, 0.964786, 0.964788, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.964786, 10.000000, 0.964786, 9.999990, 0.964786, 1.000000, 0.000010, 100000.000000, 0.500000, 0.000010, 1.000000, 9.999990, 0.964784, 10.000000, 0.964788, 293.150000, -0.912506, 293.150000, -9.125056, -0.912506, 293.150000, -0.912506, 302.275056, -0.912506, 0.100000, 9.999990, 0.964784, 9.999990, 0.964784, 0.000000, 0.964784, 302.275056, 9.647833, 10.000000, 293.150000, 0.004000, 10.365002, 10.000000, 0.964788, 10.000000, 0.964788, 0.000000, 0.964788, 10.000000, 302.275056, 302.275056, 0.000000, 302.150003, 302.275056, 8.735327, 0.427506, 0.000000, 0.964786
8.97, 0.000000, 0.000000, 0.961565, 0.961569, 0.000000, -0.000004, 303.142626, 303.142626, 303.142626, -0.999263, 0.000000, 9.615639, 303.142626, 0.100000, 298.000000, 30.314263, 303.142626, 1.000000, 302.191670, 2.000000, 302.191670, 4.166670, 8.000000, 16.000000, 298.150000, 302.191670, 302.191670, 302.191670, 303.142626, 303.142626, 303.142626, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 9.999990, 9.999990, 9.999990, 0.961565, 0.000002, 10.000000, 10.000000, 10.000000, 0.000002, 0.961567, 0.961569, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.961567, 10.000000, 0.961567, 9.999990, 0.961567, 1.000000, 0.000010, 100000.000000, 0.500000, 0.000010, 1.000000, 9.999990, 0.961565, 10.000000, 0.961569, 293.150000, -0.999263, 293.150000, -9.992626, -0.999263, 293.150000, -0.999263, 303.142626, -0.999263, 0.100000, 9.999990, 0.961565, 9.999990, 0.961565, 0.000000, 0.961565, 303.142626, 9.615639, 10.000000, 293.150000, 0.004000, 10.399705, 10.000000, 0.961569, 10.000000, 0.961569, 0.000000, 0.961569, 10.000000, 303.142626, 303.142626, 0.000000, 302.191670, 303.142626, 8.616376, 0.514263, 0.000000, 0.961567
8.98, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 303.100329, 303.100329, 303.100329, -0.995033, 0.000000, 0.000000, 303.100329, 0.100000, 298.000000, 30.310033, 303.100329, 0.000000, 302.233337, 2.000000, 302.233337, 4.166670, 8.000000, 16.000000, 298.150000, 302.233337, 302.233337, 302.233337, 303.100329, 303.100329, 303.100329, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001040, 0.001040, 0.001040, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001040, 0.000000, 0.001040, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998960, 0.000100, 10.000000, 0.000100, 0.001040, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001040, 0.000100, 10.000000, 0.000102, 293.150000, -0.995033, 293.150000, -9.950329, -0.995033, 293.150000, -0.995033, 303.100329, -0.995033, 0.100000, 0.001040, 0.000100, 0.001040, 0.000100, 0.000000, 0.000100, 303.100329, 0.000000, 10.000000, 293.150000, 0.004000, 10.398013, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 303.100329, 303.100329, 0.000000, 302.233337, 303.100329, -0.995033, 0.510033, 0.000000, 0.000100
8.99, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 303.001321, 303.001321, 303.001321, -0.985132, 0.000000, 0.000000, 303.001321, 0.100000, 298.000000, 30.300132, 303.001321, 0.000000, 302.275003, 2.000000, 302.275003, 4.166670, 8.000000, 16.000000, 298.150000, 302.275003, 302.275003, 302.275003, 303.001321, 303.001321, 303.001321, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001039, 0.001039, 0.001039, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001039, 0.000000, 0.001039, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998961, 0.000100, 10.000000, 0.000100, 0.001039, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001039, 0.000100, 10.000000, 0.000102, 293.150000, -0.985132, 293.150000, -9.851321, -0.985132, 293.150000, -0.985132, 303.001321, -0.985132, 0.100000, 0.001039, 0.000100, 0.001039, 0.000100, 0.000000, 0.000100, 303.001321, 0.000000, 10.000000, 293.150000, 0.004000, 10.394053, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 303.001321, 303.001321, 0.000000, 302.275003, 303.001321, -0.985132, 0.500132, 0.000000, 0.000100
9, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 302.903299, 302.903299, 302.903299, -0.975330, 0.000000, 0.000000, 302.903299, 0.100000, 298.000000, 30.290330, 302.903299, 0.000000, 302.316670, 2.000000, 302.316670, 4.166670, 8.000000, 16.000000, 298.150000, 302.316670, 302.316670, 302.316670, 302.903299, 302.903299, 302.903299, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001039, 0.001039, 0.001039, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001039, 0.000000, 0.001039, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998961, 0.000100, 10.000000, 0.000100, 0.001039, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001039, 0.000100, 10.000000, 0.000102, 293.150000, -0.975330, 293.150000, -9.753299, -0.975330, 293.150000, -0.975330, 302.903299, -0.975330, 0.100000, 0.001039, 0.000100, 0.001039, 0.000100, 0.000000, 0.000100, 302.903299, 0.000000, 10.000000, 293.150000, 0.004000, 10.390132, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 302.903299, 302.903299, 0.000000, 302.316670, 302.903299, -0.975330, 0.490330, 0.000000, 0.000100
9.01, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 302.806252, 302.806252, 302.806252, -0.965625, 0.000000, 0.000000, 302.806252, 0.100000, 298.000000, 30.280625, 302.806252, 0.000000, 302.358337, 2.000000, 302.358337, 4.166670, 8.000000, 16.000000, 298.150000, 302.358337, 302.358337, 302.358337, 302.806252, 302.806252, 302.806252, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001039, 0.001039, 0.001039, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001039, 0.000000, 0.001039, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998961, 0.000100, 10.000000, 0.000100, 0.001039, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001039, 0.000100, 10.000000, 0.000102, 293.150000, -0.965625, 293.150000, -9.656252, -0.965625, 293.150000, -0.965625, 302.806252, -0.965625, 0.100000, 0.001039, 0.000100, 0.001039, 0.000100, 0.000000, 0.000100, 302.806252, 0.000000, 10.000000, 293.150000, 0.004000, 10.386250, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 302.806252, 302.806252, 0.000000, 302.358337, 302.806252, -0.965625, 0.480625, 0.000000, 0.000100
9.02, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 302.710171, 302.710171, 302.710171, -0.956017, 0.000000, 0.000000, 302.710171, 0.100000, 298.000000, 30.271017, 302.710171, 0.000000, 302.400003, 2.000000, 302.400003, 4.166670, 8.000000, 16.000000, 298.150000, 302.400003, 302.400003, 302.400003, 302.710171, 302.710171, 302.710171, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001038, 0.001038, 0.001038, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001038, 0.000000, 0.001038, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998962, 0.000100, 10.000000, 0.000100, 0.001038, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001038, 0.000100, 10.000000, 0.000102, 293.150000, -0.956017, 293.150000, -9.560171, -0.956017, 293.150000, -0.956017, 302.710171, -0.956017, 0.100000, 0.001038, 0.000100, 0.001038, 0.000100, 0.000000, 0.000100, 302.710171, 0.000000, 10.000000, 293.150000, 0.004000, 10.382407, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 302.710171, 302.710171, 0.000000, 302.400003, 302.710171, -0.956017, 0.471017, 0.000000, 0.000100
9.03, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 302.615045, 302.615045, 302.615045, -0.946505, 0.000000, 0.000000, 302.615045, 0.100000, 298.000000, 30.261505, 302.615045, 0.000000, 302.441670, 2.000000, 302.441670, 4.166670, 8.000000, 16.000000, 298.150000, 302.441670, 302.441670, 302.441670, 302.615045, 302.615045, 302.615045, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001038, 0.001038, 0.001038, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001038, 0.000000, 0.001038, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998962, 0.000100, 10.000000, 0.000100, 0.001038, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001038, 0.000100, 10.000000, 0.000102, 293.150000, -0.946505, 293.150000, -9.465045, -0.946505, 293.150000, -0.946505, 302.615045, -0.946505, 0.100000, 0.001038, 0.000100, 0.001038, 0.000100, 0.000000, 0.000100, 302.615045, 0.000000, 10.000000, 293.150000, 0.004000, 10.378602, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 302.615045, 302.615045, 0.000000, 302.441670, 302.615045, -0.946504, 0.461505, 0.000000, 0.000100
