time, slave::Ground.p1.u[REAL], slave::Ground.p2.u[REAL], slave::Ground.p1.i[REAL], slave::Ground.p2.i[REAL], slave::Ground.p.u[REAL], slave::Ground.p.i[REAL], slave::HeatCapacity1.p1.T[REAL], slave::HeatCapacity1.p2.T[REAL], slave::HeatCapacity1.p3.T[REAL], slave::HeatCapacity1.p1.dQ[REAL], slave::HeatCapacity1.p2.dQ[REAL], slave::HeatCapacity1.p3.dQ[REAL], slave::HeatCapacity1.p.T[REAL], slave::HeatCapacity1.C[REAL], slave::HeatCapacity1.T0[REAL], slave::HeatCapacity1.E[REAL], slave::OnOffController.input[REAL], slave::OnOffController.output[REAL], slave::OnOffController.reference[REAL], slave::OnOffController.bandwidth[REAL], slave::Ramp.output[REAL], slave::Ramp.slope[REAL], slave::Ramp.start_time[REAL], slave::Ramp.stop_time[REAL], slave::Ramp.offset[REAL], slave::Splitter1.input[REAL], slave::Splitter1.output1[REAL], slave::Splitter1.output2[REAL], slave::Splitter2.input[REAL], slave::Splitter2.output1[REAL], slave::Splitter2.output2[REAL], slave::Switch.Ground1.p1.u[REAL], slave::Switch.Ground1.p1.i[REAL], slave::Switch.Ground1.p.u[REAL], slave::Switch.Ground1.p.i[REAL], slave::Switch.Ground2.p1.u[REAL], slave::Switch.Ground2.p1.i[REAL], slave::Switch.Ground2.p.u[REAL], slave::Switch.Ground2.p.i[REAL], slave::Switch.Node1.p1.u[REAL], slave::Switch.Node1.p2.u[REAL], slave::Switch.Node1.p3.u[REAL], slave::Switch.Node1.p1.i[REAL], slave::Switch.Node1.p2.i[REAL], slave::Switch.Node2.p1.u[REAL], slave::Switch.Node2.p2.u[REAL], slave::Switch.Node2.p3.u[REAL], slave::Switch.Node2.p1.i[REAL], slave::Switch.Node2.p2.i[REAL], slave::Switch.Node2.p3.i[REAL], slave::Switch.R1.p.u[REAL], slave::Switch.R1.p.i[REAL], slave::Switch.R1.p_high.u[REAL], slave::Switch.R1.p_high.i[REAL], slave::Switch.R1.p_low.u[REAL], slave::Switch.R1.p_low.i[REAL], slave::Switch.R1.R[REAL], slave::Switch.R2.p.u[REAL], slave::Switch.R2.p.i[REAL], slave::Switch.R2.p_high.u[REAL], slave::Switch.R2.p_high.i[REAL], slave::Switch.R2.p_low.u[REAL], slave::Switch.R2.p_low.i[REAL], slave::Switch.R2.R[REAL], slave::Switch.Resistance12.p.u[REAL], slave::Switch.Resistance12.p.i[REAL], slave::Switch.Resistance12.p_high.u[REAL], slave::Switch.Resistance12.p_high.i[REAL], slave::Switch.Resistance12.p_low.u[REAL], slave::Switch.Resistance12.p_low.i[REAL], slave::Switch.Resistance12.input[REAL], slave::Switch.Resistance12.Ron[REAL], slave::Switch.Resistance12.Roff[REAL], slave::Switch.Resistance12.vt[REAL], slave::Switch.Resistance12.R[REAL], slave::Switch.input[REAL], slave::Switch.p2.u[REAL], slave::Switch.p2.i[REAL], slave::Switch.p1.u[REAL], slave::Switch.p1.i[REAL], slave::TemperatureSource.p.T[REAL], slave::TemperatureSource.p.dQ[REAL], slave::TemperatureSource.T[REAL], slave::ThermalConductor.p.T[REAL], slave::ThermalConductor.p.dQ[REAL], slave::ThermalConductor.p_high.T[REAL], slave::ThermalConductor.p_high.dQ[REAL], slave::ThermalConductor.p_low.T[REAL], slave::ThermalConductor.p_low.dQ[REAL], slave::ThermalConductor.G[REAL], slave::Thermistor.p_el.u[REAL], slave::Thermistor.p_el.i[REAL], slave::Thermistor.p_el_high.u[REAL], slave::Thermistor.p_el_high.i[REAL], slave::Thermistor.p_el_low.u[REAL], slave::Thermistor.p_el_low.i[REAL], slave::Thermistor.p_th.T[REAL], slave::Thermistor.p_th.dQ[REAL], slave::Thermistor.R_ref[REAL], slave::Thermistor.T_ref[REAL], slave::Thermistor.alpha[REAL], slave::Thermistor.R[REAL], slave::VoltageSource.p.u[REAL], slave::VoltageSource.p.i[REAL], slave::VoltageSource.p_high.u[REAL], slave::VoltageSource.p_high.i[REAL], slave::VoltageSource.p_low.u[REAL], slave::VoltageSource.p_low.i[REAL], slave::VoltageSource.U[REAL], slave::ZeroJunction.effort[REAL], slave::ZeroJunction.p1.T[REAL], slave::ZeroJunction.p1.dQ[REAL], slave::Temperature_Reference[REAL], slave::Temperature_Room[REAL], slave::HeatCapacity1.p.dQ[REAL], slave::HeatCapacity1.p.dQ_int[REAL], slave::HeatCapacity1.p.dQ_int_initial[REAL], slave::Switch.Node1.p3.i[REAL]
2.4, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.852980, 298.852980, 298.852980, -0.570298, 0.000000, 0.000000, 298.852980, 0.100000, 298.000000, 29.885298, 298.852980, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.852980, 298.852980, 298.852980, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001023, 0.001023, 0.001023, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.570298, 293.150000, -5.702980, -0.570298, 293.150000, -0.570298, 298.852980, -0.570298, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.852980, 0.000000, 10.000000, 293.150000, 0.004000, 10.228119, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.852980, 298.852980, 0.000000, 25.000000, 25.702980, -0.570298, 0.085298, 0.000000, 0.000100
2.42, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.740054, 298.740054, 298.740054, -0.559005, 0.000000, 0.000000, 298.740054, 0.100000, 298.000000, 29.874005, 298.740054, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.740054, 298.740054, 298.740054, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001022, 0.001022, 0.001022, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.559005, 293.150000, -5.590054, -0.559005, 293.150000, -0.559005, 298.740054, -0.559005, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.740054, 0.000000, 10.000000, 293.150000, 0.004000, 10.223602, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.740054, 298.740054, 0.000000, 25.000000, 25.590054, -0.559005, 0.074005, 0.000000, 0.000100
2.44, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.629363, 298.629363, 298.629363, -0.547936, 0.000000, 0.000000, 298.629363, 0.100000, 298.000000, 29.862936, 298.629363, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.629363, 298.629363, 298.629363, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001022, 0.001022, 0.001022, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.547936, 293.150000, -5.479363, -0.547936, 293.150000, -0.547936, 298.629363, -0.547936, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.629363, 0.000000, 10.000000, 293.150000, 0.004000, 10.219175, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.629363, 298.629363, 0.000000, 25.000000, 25.479363, -0.547936, 0.062936, 0.000000, 0.000100
2.46, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.520865, 298.520865, 298.520865, -0.537086, 0.000000, 0.000000, 298.520865, 0.100000, 298.000000, 29.852086, 298.520865, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.520865, 298.520865, 298.520865, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001021, 0.001021, 0.001021, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.537086, 293.150000, -5.370865, -0.537086, 293.150000, -0.537086, 298.520865, -0.537086, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.520865, 0.000000, 10.000000, 293.150000, 0.004000, 10.214835, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.520865, 298.520865, 0.000000, 25.000000, 25.370865, -0.537086, 0.052086, 0.000000, 0.000100
2.48, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.414514, 298.414514, 298.414514, -0.526451, 0.000000, 0.000000, 298.414514, 0.100000, 298.000000, 29.841451, 298.414514, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.414514, 298.414514, 298.414514, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001021, 0.001021, 0.001021, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.526451, 293.150000, -5.264514, -0.526451, 293.150000, -0.526451, 298.414514, -0.526451, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.414514, 0.000000, 10.000000, 293.150000, 0.004000, 10.210581, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.414514, 298.414514, 0.000000, 25.000000, 25.264514, -0.526451, 0.041451, 0.000000, 0.000100
2.5, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.310270, 298.310270, 298.310270, -0.516027, 0.000000, 0.000000, 298.310270, 0.100000, 298.000000, 29.831027, 298.310270, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.310270, 298.310270, 298.310270, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001021, 0.001021, 0.001021, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.516027, 293.150000, -5.160270, -0.516027, 293.150000, -0.516027, 298.310270, -0.516027, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.310270, 0.000000, 10.000000, 293.150000, 0.004000, 10.206411, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.310270, 298.310270, 0.000000, 25.000000, 25.160270, -0.516027, 0.031027, 0.000000, 0.000100
2.52, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.208090, 298.208090, 298.208090, -0.505809, 0.000000, 0.000000, 298.208090, 0.100000, 298.000000, 29.820809, 298.208090, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.208090, 298.208090, 298.208090, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001020, 0.001020, 0.001020, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.505809, 293.150000, -5.058090, -0.505809, 293.150000, -0.505809, 298.208090, -0.505809, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.208090, 0.000000, 10.000000, 293.150000, 0.004000, 10.202324, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.208090, 298.208090, 0.000000, 25.000000, 25.058090, -0.505809, 0.020809, 0.000000, 0.000100
2.54, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.107933, 298.107933, 298.107933, -0.495793, 0.000000, 0.000000, 298.107933, 0.100000, 298.000000, 29.810793, 298.107933, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.107933, 298.107933, 298.107933, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001020, 0.001020, 0.001020, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.495793, 293.150000, -4.957933, -0.495793, 293.150000, -0.495793, 298.107933, -0.495793, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.107933, 0.000000, 10.000000, 293.150000, 0.004000, 10.198317, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.107933, 298.107933, 0.000000, 25.000000, 24.957933, -0.495793, 0.010793, 0.000000, 0.000100
2.56, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.009759, 298.009759, 298.009759, -0.485976, 0.000000, 0.000000, 298.009759, 0.100000, 298.000000, 29.800976, 298.009759, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.009759, 298.009759, 298.009759, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001019, 0.001019, 0.001019, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.485976, 293.150000, -4.859759, -0.485976, 293.150000, -0.485976, 298.009759, -0.485976, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 298.009759, 0.000000, 10.000000, 293.150000, 0.004000, 10.194390, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.009759, 298.009759, 0.000000, 25.000000, 24.859759, -0.485976, 0.000976, 0.000000, 0.000100
2.58, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.913530, 297.913530, 297.913530, -0.476353, 0.000000, 0.000000, 297.913530, 0.100000, 298.000000, 29.791353, 297.913530, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.913530, 297.913530, 297.913530, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001019, 0.001019, 0.001019, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.476353, 293.150000, -4.763530, -0.476353, 293.150000, -0.476353, 297.913530, -0.476353, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.913530, 0.000000, 10.000000, 293.150000, 0.004000, 10.190541, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.913530, 297.913530, 0.000000, 25.000000, 24.763530, -0.476353, -0.008647, 0.000000, 0.000100
2.6, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.819206, 297.819206, 297.819206, -0.466921, 0.000000, 0.000000, 297.819206, 0.100000, 298.000000, 29.781921, 297.819206, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.819206, 297.819206, 297.819206, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001019, 0.001019, 0.001019, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.466921, 293.150000, -4.669206, -0.466921, 293.150000, -0.466921, 297.819206, -0.466921, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.819206, 0.000000, 10.000000, 293.150000, 0.004000, 10.186768, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.819206, 297.819206, 0.000000, 25.000000, 24.669206, -0.466920, -0.018079, 0.000000, 0.000100
2.62, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.726749, 297.726749, 297.726749, -0.457675, 0.000000, 0.000000, 297.726749, 0.100000, 298.000000, 29.772675, 297.726749, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.726749, 297.726749, 297.726749, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001018, 0.001018, 0.001018, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001018, 0.000000, 0.001018, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998982, 0.000100, 10.000000, 0.000100, 0.001018, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001018, 0.000100, 10.000000, 0.000102, 293.150000, -0.457675, 293.150000, -4.576749, -0.457675, 293.150000, -0.457675, 297.726749, -0.457675, 0.100000, 0.001018, 0.000100, 0.001018, 0.000100, 0.000000, 0.000100, 297.726749, 0.000000, 10.000000, 293.150000, 0.004000, 10.183070, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.726749, 297.726749, 0.000000, 25.000000, 24.576749, -0.457675, -0.027325, 0.000000, 0.000100
2.64, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.636123, 297.636123, 297.636123, -0.448612, 0.000000, 0.000000, 297.636123, 0.100000, 298.000000, 29.763612, 297.636123, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.636123, 297.636123, 297.636123, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001018, 0.001018, 0.001018, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001018, 0.000000, 0.001018, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998982, 0.000100, 10.000000, 0.000100, 0.001018, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001018, 0.000100, 10.000000, 0.000102, 293.150000, -0.448612, 293.150000, -4.486123, -0.448612, 293.150000, -0.448612, 297.636123, -0.448612, 0.100000, 0.001018, 0.000100, 0.001018, 0.000100, 0.000000, 0.000100, 297.636123, 0.000000, 10.000000, 293.150000, 0.004000, 10.179445, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.636123, 297.636123, 0.000000, 25.000000, 24.486123, -0.448612, -0.036388, 0.000000, 0.000100
2.66, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.547292, 297.547292, 297.547292, -0.439729, 0.000000, 0.000000, 297.547292, 0.100000, 298.000000, 29.754729, 297.547292, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.547292, 297.547292, 297.547292, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001017, 0.001017, 0.001017, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.439729, 293.150000, -4.397292, -0.439729, 293.150000, -0.439729, 297.547292, -0.439729, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.547292, 0.000000, 10.000000, 293.150000, 0.004000, 10.175892, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.547292, 297.547292, 0.000000, 25.000000, 24.397292, -0.439729, -0.045271, 0.000000, 0.000100
2.68, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.460220, 297.460220, 297.460220, -0.431022, 0.000000, 0.000000, 297.460220, 0.100000, 298.000000, 29.746022, 297.460220, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.460220, 297.460220, 297.460220, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001017, 0.001017, 0.001017, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.431022, 293.150000, -4.310220, -0.431022, 293.150000, -0.431022, 297.460220, -0.431022, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.460220, 0.000000, 10.000000, 293.150000, 0.004000, 10.172409, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.460220, 297.460220, 0.000000, 25.000000, 24.310220, -0.431022, -0.053978, 0.000000, 0.000100
2.7, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.374872, 297.374872, 297.374872, -0.422487, 0.000000, 0.000000, 297.374872, 0.100000, 298.000000, 29.737487, 297.374872, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.374872, 297.374872, 297.374872, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001017, 0.001017, 0.001017, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.422487, 293.150000, -4.224872, -0.422487, 293.150000, -0.422487, 297.374872, -0.422487, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.374872, 0.000000, 10.000000, 293.150000, 0.004000, 10.168995, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.374872, 297.374872, 0.000000, 25.000000, 24.224872, -0.422487, -0.062513, 0.000000, 0.000100
